Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F)
Location 12,-110.358,33.435,3402,6/6/20,0,70.2,87.1,104.1
Location 12,-110.358,33.435,3402,6/7/20,0,62.1,76.9,91.7
Location 12,-110.358,33.435,3402,6/8/20,0,62.1,76.7,91.3
Location 12,-110.358,33.435,3402,6/9/20,0,52.8,68.9,85
Location 12,-110.358,33.435,3402,6/10/20,0,54.7,71,87.2
Location 12,-110.358,33.435,3402,6/11/20,0,59.5,78.4,97.2
Location 12,-110.358,33.435,3402,6/12/20,0,67.4,85.3,103.3
Location 12,-110.358,33.435,3402,6/13/20,0,74.1,88.1,102.1
Location 12,-110.358,33.435,3402,6/14/20,0,68.8,84.2,99.7
Location 12,-110.358,33.435,3402,6/15/20,0,65.2,82.5,99.7
Location 12,-110.358,33.435,3402,6/16/20,0,67.6,83.4,99.2
Location 12,-110.358,33.435,3402,6/17/20,0,66.8,82.9,98.9
Location 12,-110.358,33.435,3402,6/18/20,0,63.4,80.5,97.6
Location 12,-110.358,33.435,3402,6/19/20,0,62.9,79.2,95.4
Location 12,-110.358,33.435,3402,6/20/20,0,62.2,79.1,96.1
Location 12,-110.358,33.435,3402,6/21/20,0,64.7,81.4,98.1
Location 12,-110.358,33.435,3402,6/22/20,0,64.2,82.4,100.6
Location 12,-110.358,33.435,3402,6/23/20,0,71,86.4,101.7
Location 12,-110.358,33.435,3402,6/24/20,0,69.5,86.2,102.9
Location 12,-110.358,33.435,3402,6/25/20,0,69.6,86.8,104
Location 12,-110.358,33.435,3402,6/26/20,0,70.1,86.6,103.1
Location 12,-110.358,33.435,3402,6/27/20,0,69.9,85.7,101.6
Location 12,-110.358,33.435,3402,6/28/20,0,70.2,84.3,98.3
Location 12,-110.358,33.435,3402,6/29/20,0,68.9,82.2,95.4
Location 12,-110.358,33.435,3402,6/30/20,0,66.5,80.5,94.5
Location 12,-110.358,33.435,3402,7/1/20,0,66.7,79.8,92.8
Location 12,-110.358,33.435,3402,7/2/20,0,66,81.3,96.5
Location 12,-110.358,33.435,3402,7/3/20,0,72.5,82.9,93.3
Location 12,-110.358,33.435,3402,7/4/20,0,73.2,86.1,99
Location 12,-110.358,33.435,3402,7/5/20,0,75.1,88.6,102.2
Location 12,-110.358,33.435,3402,7/6/20,0,75.5,90.1,104.7
Location 12,-110.358,33.435,3402,7/7/20,0,72.9,89,105.1
Location 12,-110.358,33.435,3402,7/8/20,0,72.6,88.4,104.2
Location 12,-110.358,33.435,3402,7/9/20,0,77.2,90.3,103.3
Location 12,-110.358,33.435,3402,7/10/20,0,80.5,92.3,104.2
Location 12,-110.358,33.435,3402,7/11/20,0,82.5,95.3,108.1
Location 12,-110.358,33.435,3402,7/12/20,0,80.2,95.4,110.5
Location 12,-110.358,33.435,3402,7/13/20,0.03,78.9,94.5,110.2
Location 12,-110.358,33.435,3402,7/14/20,0,78.9,91.7,104.4
Location 12,-110.358,33.435,3402,7/15/20,0,76.1,89.2,102.4
Location 12,-110.358,33.435,3402,7/16/20,0,75.7,87.6,99.5
Location 12,-110.358,33.435,3402,7/17/20,0.06,73.4,86.8,100.2
Location 12,-110.358,33.435,3402,7/18/20,0.02,73.2,84.9,96.5
Location 12,-110.358,33.435,3402,7/19/20,0,73.4,88.5,103.6
Location 12,-110.358,33.435,3402,7/20/20,0,77.8,90.1,102.4
Location 12,-110.358,33.435,3402,7/21/20,0,78.1,90,102
Location 12,-110.358,33.435,3402,7/22/20,0,75.8,88.3,100.7
Location 12,-110.358,33.435,3402,7/23/20,0.07,70.2,82,93.8
Location 12,-110.358,33.435,3402,7/24/20,0,69.6,77.9,86.2
Location 12,-110.358,33.435,3402,7/25/20,0.13,69.7,77,84.3
Location 12,-110.358,33.435,3402,7/26/20,0,69.2,79.7,90.1
Location 12,-110.358,33.435,3402,7/27/20,0,70.1,84.5,99
Location 12,-110.358,33.435,3402,7/28/20,0.11,72.1,84.7,97.4
Location 12,-110.358,33.435,3402,7/29/20,0.06,73.2,87.8,102.4
Location 12,-110.358,33.435,3402,7/30/20,0,74.3,90.5,106.6
Location 12,-110.358,33.435,3402,7/31/20,0,76.3,93.2,110.2
Location 12,-110.358,33.435,3402,8/1/20,0,77.8,93.3,108.9
Location 12,-110.358,33.435,3402,8/2/20,0.02,75.7,89.1,102.4
Location 12,-110.358,33.435,3402,8/3/20,0,75.3,87.9,100.5
Location 12,-110.358,33.435,3402,8/4/20,0,74.3,88.9,103.6
Location 12,-110.358,33.435,3402,8/5/20,0,74.2,88.2,102.2
Location 12,-110.358,33.435,3402,8/6/20,0,71.6,86.4,101.3
Location 12,-110.358,33.435,3402,8/7/20,0,70.2,86.3,102.3
Location 12,-110.358,33.435,3402,8/8/20,0,71.2,85.4,99.7
Location 12,-110.358,33.435,3402,8/9/20,0,71.3,86.7,102.2
Location 12,-110.358,33.435,3402,8/10/20,0,72.8,88.4,103.9
Location 12,-110.358,33.435,3402,8/11/20,0,73.7,89.2,104.6
Location 12,-110.358,33.435,3402,8/12/20,0,77,90.3,103.6
Location 12,-110.358,33.435,3402,8/13/20,0,75.6,89,102.5
Location 12,-110.358,33.435,3402,8/14/20,0,73.4,90,106.6
Location 12,-110.358,33.435,3402,8/15/20,0,78,93.2,108.5
Location 12,-110.358,33.435,3402,8/16/20,0.02,75.1,91.7,108.4
Location 12,-110.358,33.435,3402,8/17/20,0.08,74.6,90.1,105.6
Location 12,-110.358,33.435,3402,8/18/20,0.05,70.1,86.7,103.3
Location 12,-110.358,33.435,3402,8/19/20,0.01,70.9,86.9,102.9
Location 12,-110.358,33.435,3402,8/20/20,0.02,72.8,89.1,105.4
Location 12,-110.358,33.435,3402,8/21/20,0.08,77.2,91.3,105.4
Location 12,-110.358,33.435,3402,8/22/20,0,77.1,88.5,99.9
Location 12,-110.358,33.435,3402,8/23/20,0.11,73.8,87.4,100.9
Location 12,-110.358,33.435,3402,8/24/20,0.04,73.5,89,104.5
Location 12,-110.358,33.435,3402,8/25/20,0,76.8,90.9,105
Location 12,-110.358,33.435,3402,8/26/20,0,74,88.6,103.2
Location 12,-110.358,33.435,3402,8/27/20,0,74.9,89.3,103.8
Location 12,-110.358,33.435,3402,8/28/20,0.03,74,88.9,103.8
Location 12,-110.358,33.435,3402,8/29/20,0,74.9,89.5,104.2
Location 12,-110.358,33.435,3402,8/30/20,0.12,67.3,83.5,99.7
Location 12,-110.358,33.435,3402,8/31/20,0.04,68.6,82.2,95.8
Location 12,-110.358,33.435,3402,9/1/20,0,70.1,82,94
Location 12,-110.358,33.435,3402,9/2/20,0,70.9,80.9,90.9
Location 12,-110.358,33.435,3402,9/3/20,0,69.4,82.6,95.8
Location 12,-110.358,33.435,3402,9/4/20,0,69.9,86.1,102.3
Location 12,-110.358,33.435,3402,9/5/20,0,72.2,88.6,105
Location 12,-110.358,33.435,3402,9/6/20,0,74.9,89.1,103.3
Location 12,-110.358,33.435,3402,9/7/20,0,70.5,86.5,102.5
Location 12,-110.358,33.435,3402,9/8/20,0,71.1,87.2,103.3
Location 12,-110.358,33.435,3402,9/9/20,0.09,61.8,76.9,92
Location 12,-110.358,33.435,3402,9/10/20,0,56.2,69.5,82.8
Location 12,-110.358,33.435,3402,9/11/20,0,55.7,68.9,82.2
Location 12,-110.358,33.435,3402,9/12/20,0,58.7,69.5,80.4
Location 12,-110.358,33.435,3402,9/13/20,0,59.5,73.2,86.8
Location 12,-110.358,33.435,3402,9/14/20,0,62.4,77.1,91.8
Location 12,-110.358,33.435,3402,9/15/20,0,65.1,78.1,91.1
Location 12,-110.358,33.435,3402,9/16/20,0,63,77.8,92.5
Location 12,-110.358,33.435,3402,9/17/20,0,62.8,80.6,98.4
Location 12,-110.358,33.435,3402,9/18/20,0,68.3,82.1,96
Location 12,-110.358,33.435,3402,9/19/20,0,67.1,80.5,93.8
Location 12,-110.358,33.435,3402,9/20/20,0,67.2,79.6,91.9
Location 12,-110.358,33.435,3402,9/21/20,0,64.6,80.1,95.5
Location 12,-110.358,33.435,3402,9/22/20,0,63.8,80.1,96.3
Location 12,-110.358,33.435,3402,9/23/20,0,65.3,79.4,93.6
Location 12,-110.358,33.435,3402,9/24/20,0,66,80.8,95.5
Location 12,-110.358,33.435,3402,9/25/20,0,65.1,82,98.9
Location 12,-110.358,33.435,3402,9/26/20,0,64.6,81,97.3
Location 12,-110.358,33.435,3402,9/27/20,0,65.7,81,96.4
Location 12,-110.358,33.435,3402,9/28/20,0,63.6,79.2,94.8
Location 12,-110.358,33.435,3402,9/29/20,0,61.8,75.5,89.3
Location 12,-110.358,33.435,3402,9/30/20,0,58.6,74.2,89.8
Location 12,-110.358,33.435,3402,10/1/20,0,58.4,77,95.6
Location 12,-110.358,33.435,3402,10/2/20,0,58.8,77.9,97
Location 12,-110.358,33.435,3402,10/3/20,0,59.6,77.8,96.1
Location 12,-110.358,33.435,3402,10/4/20,0,59.3,77.6,95.9
Location 12,-110.358,33.435,3402,10/5/20,0,57.8,75.8,93.7
Location 12,-110.358,33.435,3402,10/6/20,0,58.9,77.1,95.3
Location 12,-110.358,33.435,3402,10/7/20,0,58.7,77.1,95.4
Location 12,-110.358,33.435,3402,10/8/20,0,59,77.3,95.6
Location 12,-110.358,33.435,3402,10/9/20,0,58,75.9,93.9
Location 12,-110.358,33.435,3402,10/10/20,0,57.8,75.1,92.4
Location 12,-110.358,33.435,3402,10/11/20,0,56.9,73.1,89.4
Location 12,-110.358,33.435,3402,10/12/20,0,56.4,71.4,86.5
Location 12,-110.358,33.435,3402,10/13/20,0,55.6,73.4,91.1
Location 12,-110.358,33.435,3402,10/14/20,0,56.6,75.4,94.1
Location 12,-110.358,33.435,3402,10/15/20,0,55.6,74.7,93.7
Location 12,-110.358,33.435,3402,10/16/20,0,58.3,75.9,93.5
Location 12,-110.358,33.435,3402,10/17/20,0,57.2,73.3,89.5
Location 12,-110.358,33.435,3402,10/18/20,0,55.2,73,90.9
Location 12,-110.358,33.435,3402,10/19/20,0,54.8,72.2,89.7
Location 12,-110.358,33.435,3402,10/20/20,0,53,71.3,89.6
Location 12,-110.358,33.435,3402,10/21/20,0,53.1,71.7,90.3
Location 12,-110.358,33.435,3402,10/22/20,0,52.7,70.9,89.1
Location 12,-110.358,33.435,3402,10/23/20,0,54.3,69.9,85.4
Location 12,-110.358,33.435,3402,10/24/20,0,54.9,70.5,86.1
Location 12,-110.358,33.435,3402,10/25/20,0,56.3,68.8,81.3
Location 12,-110.358,33.435,3402,10/26/20,0.03,54.5,67.1,79.8
Location 12,-110.358,33.435,3402,10/27/20,0.08,37.1,49.2,61.3
Location 12,-110.358,33.435,3402,10/28/20,0,32.3,41,49.6
Location 12,-110.358,33.435,3402,10/29/20,0,30.3,46.1,61.8
Location 12,-110.358,33.435,3402,10/30/20,0,40.5,56.8,73.2
Location 12,-110.358,33.435,3402,10/31/20,0,48.6,62.2,75.9
Location 12,-110.358,33.435,3402,11/1/20,0,49.4,65.2,81.1
Location 12,-110.358,33.435,3402,11/2/20,0,56.7,68.8,81
Location 12,-110.358,33.435,3402,11/3/20,0,54.1,67.1,80
Location 12,-110.358,33.435,3402,11/4/20,0,50.7,66.3,82
Location 12,-110.358,33.435,3402,11/5/20,0,53.1,69.5,85.8
Location 12,-110.358,33.435,3402,11/6/20,0,53,70.2,87.3
Location 12,-110.358,33.435,3402,11/7/20,0,65.1,74.5,83.8
Location 12,-110.358,33.435,3402,11/8/20,0.08,46.2,61.5,76.7
Location 12,-110.358,33.435,3402,11/9/20,0.23,42.1,53.3,64.4
Location 12,-110.358,33.435,3402,11/10/20,0,30.8,41,51.2
Location 12,-110.358,33.435,3402,11/11/20,0,30,44.2,58.5
Location 12,-110.358,33.435,3402,11/12/20,0,31.3,47.9,64.6
Location 12,-110.358,33.435,3402,11/13/20,0,36.6,52,67.4
Location 12,-110.358,33.435,3402,11/14/20,0,39.7,54.4,69
Location 12,-110.358,33.435,3402,11/15/20,0,37.8,53.6,69.4
Location 12,-110.358,33.435,3402,11/16/20,0,39.3,56.6,73.8
Location 12,-110.358,33.435,3402,11/17/20,0,42.6,60.8,79
Location 12,-110.358,33.435,3402,11/18/20,0,49.5,65.1,80.7
Location 12,-110.358,33.435,3402,11/19/20,0,52.1,67.5,82.8
Location 12,-110.358,33.435,3402,11/20/20,0,50.8,66.8,82.9
Location 12,-110.358,33.435,3402,11/21/20,0,50.3,65.5,80.6
Location 12,-110.358,33.435,3402,11/22/20,0,49.6,63.7,77.7
Location 12,-110.358,33.435,3402,11/23/20,0,49.5,64.5,79.4
Location 12,-110.358,33.435,3402,11/24/20,0,49.8,62,74.1
Location 12,-110.358,33.435,3402,11/25/20,0,34.5,49.4,64.4
Location 12,-110.358,33.435,3402,11/26/20,0,34,49.6,65.3
Location 12,-110.358,33.435,3402,11/27/20,0,35.3,51.1,66.9
Location 12,-110.358,33.435,3402,11/28/20,0,32.8,44.9,56.9
Location 12,-110.358,33.435,3402,11/29/20,0,30.7,45.8,60.9
Location 12,-110.358,33.435,3402,11/30/20,0,30.4,47.9,65.3
Location 12,-110.358,33.435,3402,12/1/20,0,32.6,46.4,60.2
Location 12,-110.358,33.435,3402,12/2/20,0,30.3,47.3,64.3
Location 12,-110.358,33.435,3402,12/3/20,0,33.3,45.4,57.4
Location 12,-110.358,33.435,3402,12/4/20,0,28.1,41.2,54.3
Location 12,-110.358,33.435,3402,12/5/20,0,26.6,43,59.5
Location 12,-110.358,33.435,3402,12/6/20,0,28.7,46.1,63.5
Location 12,-110.358,33.435,3402,12/7/20,0,30.4,48.5,66.6
Location 12,-110.358,33.435,3402,12/8/20,0,34.2,51,67.8
Location 12,-110.358,33.435,3402,12/9/20,0,37.9,53.3,68.8
Location 12,-110.358,33.435,3402,12/10/20,0.02,37.3,53.4,69.5
Location 12,-110.358,33.435,3402,12/11/20,0.15,41.5,47.2,52.9
Location 12,-110.358,33.435,3402,12/12/20,0,35.9,46.7,57.4
Location 12,-110.358,33.435,3402,12/13/20,0,33,46.1,59.2
Location 12,-110.358,33.435,3402,12/14/20,0,30.3,41.4,52.5
Location 12,-110.358,33.435,3402,12/15/20,0,31.8,43.2,54.6
Location 12,-110.358,33.435,3402,12/16/20,0,26,39.9,53.8
Location 12,-110.358,33.435,3402,12/17/20,0,26.6,42.2,57.8
Location 12,-110.358,33.435,3402,12/18/20,0,30.4,45.2,60
Location 12,-110.358,33.435,3402,12/19/20,0,30.5,44.7,58.9
Location 12,-110.358,33.435,3402,12/20/20,0,28.7,44.4,60
Location 12,-110.358,33.435,3402,12/21/20,0,28.8,45.6,62.4
Location 12,-110.358,33.435,3402,12/22/20,0,31.7,48.7,65.8
Location 12,-110.358,33.435,3402,12/23/20,0,31.7,47.4,63.2
Location 12,-110.358,33.435,3402,12/24/20,0,24.4,40.6,56.8
Location 12,-110.358,33.435,3402,12/25/20,0,26.2,36.8,47.4
Location 12,-110.358,33.435,3402,12/26/20,0,29.3,42.6,55.9
Location 12,-110.358,33.435,3402,12/27/20,0,29,45.3,61.6
Location 12,-110.358,33.435,3402,12/28/20,0,32.3,47.4,62.5
Location 12,-110.358,33.435,3402,12/29/20,0,40.2,54.6,68.9
Location 12,-110.358,33.435,3402,12/30/20,0,32.1,42.2,52.4
Location 12,-110.358,33.435,3402,12/31/20,0,28.4,41.3,54.2
,,,,,,,,
Location 13,-110.927,32.378,4547,1/1/20,0,32.9,43.1,53.3
Location 13,-110.927,32.378,4547,1/2/20,0.03,30.5,42.9,55.3
Location 13,-110.927,32.378,4547,1/3/20,0,33.8,41.5,49.2
Location 13,-110.927,32.378,4547,1/4/20,0,33.9,44.9,56
Location 13,-110.927,32.378,4547,1/5/20,0,39.9,53.3,66.7
Location 13,-110.927,32.378,4547,1/6/20,0,39.6,54.5,69.5
Location 13,-110.927,32.378,4547,1/7/20,0,38.4,50.7,62.9
Location 13,-110.927,32.378,4547,1/8/20,0,39.7,53,66.2
Location 13,-110.927,32.378,4547,1/9/20,0,34.8,48.6,62.5
Location 13,-110.927,32.378,4547,1/10/20,0.27,32.4,44.1,55.8
Location 13,-110.927,32.378,4547,1/11/20,0,28.1,39.8,51.5
Location 13,-110.927,32.378,4547,1/12/20,0,31.6,45.6,59.5
Location 13,-110.927,32.378,4547,1/13/20,0,33.6,47.8,61.9
Location 13,-110.927,32.378,4547,1/14/20,0,38.2,51.5,64.8
Location 13,-110.927,32.378,4547,1/15/20,0,38.9,52.6,66.3
Location 13,-110.927,32.378,4547,1/16/20,0,44.7,55.7,66.6
Location 13,-110.927,32.378,4547,1/17/20,0.49,38.3,46.7,55.1
Location 13,-110.927,32.378,4547,1/18/20,0,35.1,47.2,59.4
Location 13,-110.927,32.378,4547,1/19/20,0,38.7,52,65.2
Location 13,-110.927,32.378,4547,1/20/20,0,43.1,56.2,69.2
Location 13,-110.927,32.378,4547,1/21/20,0.29,44.1,55.9,67.7
Location 13,-110.927,32.378,4547,1/22/20,0.68,40.9,46,51.2
Location 13,-110.927,32.378,4547,1/23/20,0.02,35.2,44.6,53.9
Location 13,-110.927,32.378,4547,1/24/20,0,37.6,50.3,62.9
Location 13,-110.927,32.378,4547,1/25/20,0,39.1,52.3,65.6
Location 13,-110.927,32.378,4547,1/26/20,0,39.6,52.1,64.6
Location 13,-110.927,32.378,4547,1/27/20,0,39.5,52.1,64.6
Location 13,-110.927,32.378,4547,1/28/20,0,37.8,48.2,58.7
Location 13,-110.927,32.378,4547,1/29/20,0,36.9,49.2,61.5
Location 13,-110.927,32.378,4547,1/30/20,0,33.7,45.9,58.1
Location 13,-110.927,32.378,4547,1/31/20,0,33.3,45.5,57.8
Location 13,-110.927,32.378,4547,2/1/20,0,36.4,49,61.6
Location 13,-110.927,32.378,4547,2/2/20,0,39.7,54.2,68.6
Location 13,-110.927,32.378,4547,2/3/20,0,43.3,56.3,69.3
Location 13,-110.927,32.378,4547,2/4/20,0,30.7,45.9,61.1
Location 13,-110.927,32.378,4547,2/5/20,0,21.3,30.8,40.4
Location 13,-110.927,32.378,4547,2/6/20,0,21.6,31.3,41
Location 13,-110.927,32.378,4547,2/7/20,0,28.3,40.6,53
Location 13,-110.927,32.378,4547,2/8/20,0,38.6,50.5,62.5
Location 13,-110.927,32.378,4547,2/9/20,0,38.9,53.9,68.9
Location 13,-110.927,32.378,4547,2/10/20,0.01,42.5,53.1,63.7
Location 13,-110.927,32.378,4547,2/11/20,0.56,35.2,48.5,61.8
Location 13,-110.927,32.378,4547,2/12/20,0.1,34.2,40.5,46.8
Location 13,-110.927,32.378,4547,2/13/20,0,31,42.2,53.3
Location 13,-110.927,32.378,4547,2/14/20,0,34.6,47.5,60.3
Location 13,-110.927,32.378,4547,2/15/20,0,36.9,50.2,63.6
Location 13,-110.927,32.378,4547,2/16/20,0,37.4,50.5,63.6
Location 13,-110.927,32.378,4547,2/17/20,0,38.7,53.4,68.2
Location 13,-110.927,32.378,4547,2/18/20,0,40.9,54.2,67.6
Location 13,-110.927,32.378,4547,2/19/20,0,41.5,55.8,70.1
Location 13,-110.927,32.378,4547,2/20/20,0,44,56.3,68.7
Location 13,-110.927,32.378,4547,2/21/20,0,46.7,59.7,72.6
Location 13,-110.927,32.378,4547,2/22/20,0.24,47,54.7,62.4
Location 13,-110.927,32.378,4547,2/23/20,0.17,38.3,47.2,56
Location 13,-110.927,32.378,4547,2/24/20,0,37.2,46.1,55
Location 13,-110.927,32.378,4547,2/25/20,0,38,48.9,59.8
Location 13,-110.927,32.378,4547,2/26/20,0,31.8,43.7,55.5
Location 13,-110.927,32.378,4547,2/27/20,0,32.3,45.6,58.9
Location 13,-110.927,32.378,4547,2/28/20,0,39.5,52.5,65.4
Location 13,-110.927,32.378,4547,2/29/20,0,43,56.6,70.1
Location 13,-110.927,32.378,4547,3/1/20,0,41.2,54.6,68
Location 13,-110.927,32.378,4547,3/2/20,0,42.7,51.5,60.2
Location 13,-110.927,32.378,4547,3/3/20,0.02,38.3,48.2,58.1
Location 13,-110.927,32.378,4547,3/4/20,0.05,38,47.7,57.4
Location 13,-110.927,32.378,4547,3/5/20,0,39.9,52.9,65.9
Location 13,-110.927,32.378,4547,3/6/20,0,41.9,56.2,70.4
Location 13,-110.927,32.378,4547,3/7/20,0,50.5,61.5,72.4
Location 13,-110.927,32.378,4547,3/8/20,0,48.6,61,73.4
Location 13,-110.927,32.378,4547,3/9/20,0.04,43.1,50.5,58
Location 13,-110.927,32.378,4547,3/10/20,0,38.9,53.8,68.7
Location 13,-110.927,32.378,4547,3/11/20,0.13,51.5,58.6,65.8
Location 13,-110.927,32.378,4547,3/12/20,0.07,51.6,59.4,67.2
Location 13,-110.927,32.378,4547,3/13/20,0.69,46.6,53.7,60.7
Location 13,-110.927,32.378,4547,3/14/20,0.06,37.9,47.7,57.5
Location 13,-110.927,32.378,4547,3/15/20,0,39.1,52.1,65.1
Location 13,-110.927,32.378,4547,3/16/20,0,42.5,56.1,69.7
Location 13,-110.927,32.378,4547,3/17/20,0,42.7,57.4,72.1
Location 13,-110.927,32.378,4547,3/18/20,0,42.9,55.3,67.7
Location 13,-110.927,32.378,4547,3/19/20,1,36.2,44.3,52.4
Location 13,-110.927,32.378,4547,3/20/20,0.06,34.9,44.4,53.9
Location 13,-110.927,32.378,4547,3/21/20,0,36,50.1,64.3
Location 13,-110.927,32.378,4547,3/22/20,0,40.3,53.8,67.2
Location 13,-110.927,32.378,4547,3/23/20,0,40.8,54.5,68.3
Location 13,-110.927,32.378,4547,3/24/20,0,43.4,54.7,66
Location 13,-110.927,32.378,4547,3/25/20,0,40.8,55.3,69.9
Location 13,-110.927,32.378,4547,3/26/20,0,48.2,62.1,76
Location 13,-110.927,32.378,4547,3/27/20,0,38.7,48.5,58.3
Location 13,-110.927,32.378,4547,3/28/20,0,30.5,40.1,49.7
Location 13,-110.927,32.378,4547,3/29/20,0,32.4,46.6,60.7
Location 13,-110.927,32.378,4547,3/30/20,0,42,54.6,67.3
Location 13,-110.927,32.378,4547,3/31/20,0,39.2,52.5,65.8
Location 13,-110.927,32.378,4547,4/1/20,0,43.4,59.3,75.3
Location 13,-110.927,32.378,4547,4/2/20,0,47.7,61.8,75.9
Location 13,-110.927,32.378,4547,4/3/20,0,47.4,61,74.6
Location 13,-110.927,32.378,4547,4/4/20,0,45.2,59.7,74.2
Location 13,-110.927,32.378,4547,4/5/20,0,43.4,58.7,74.1
Location 13,-110.927,32.378,4547,4/6/20,0,44.7,59.6,74.5
Location 13,-110.927,32.378,4547,4/7/20,0,43.2,58.1,73
Location 13,-110.927,32.378,4547,4/8/20,0,45.4,59.5,73.6
Location 13,-110.927,32.378,4547,4/9/20,0,41.6,58.2,74.8
Location 13,-110.927,32.378,4547,4/10/20,0,40.7,53.8,66.9
Location 13,-110.927,32.378,4547,4/11/20,0,41.3,56,70.6
Location 13,-110.927,32.378,4547,4/12/20,0.07,37.9,48,58.1
Location 13,-110.927,32.378,4547,4/13/20,0,42.6,53.9,65.3
Location 13,-110.927,32.378,4547,4/14/20,0,42.2,54.7,67.3
Location 13,-110.927,32.378,4547,4/15/20,0,42.4,55.6,68.7
Location 13,-110.927,32.378,4547,4/16/20,0,41.2,56.5,71.8
Location 13,-110.927,32.378,4547,4/17/20,0,45.7,60.7,75.8
Location 13,-110.927,32.378,4547,4/18/20,0,46.3,60.3,74.3
Location 13,-110.927,32.378,4547,4/19/20,0,45.7,58.2,70.8
Location 13,-110.927,32.378,4547,4/20/20,0,44.8,58.9,73.1
Location 13,-110.927,32.378,4547,4/21/20,0,49.1,63.2,77.3
Location 13,-110.927,32.378,4547,4/22/20,0,46.4,61.2,76
Location 13,-110.927,32.378,4547,4/23/20,0,48,61.7,75.5
Location 13,-110.927,32.378,4547,4/24/20,0,52.9,67.3,81.6
Location 13,-110.927,32.378,4547,4/25/20,0,59.5,72.4,85.3
Location 13,-110.927,32.378,4547,4/26/20,0,58,72.8,87.5
Location 13,-110.927,32.378,4547,4/27/20,0,59.8,75.4,91
Location 13,-110.927,32.378,4547,4/28/20,0,59,73.9,88.7
Location 13,-110.927,32.378,4547,4/29/20,0,58.9,73.5,88.1
Location 13,-110.927,32.378,4547,4/30/20,0,63.1,78.3,93.4
Location 13,-110.927,32.378,4547,5/1/20,0,61.9,77.3,92.7
Location 13,-110.927,32.378,4547,5/2/20,0,59.9,75.5,91
Location 13,-110.927,32.378,4547,5/3/20,0,57.7,73.3,88.9
Location 13,-110.927,32.378,4547,5/4/20,0,57.9,72.5,87
Location 13,-110.927,32.378,4547,5/5/20,0,57.3,72.3,87.4
Location 13,-110.927,32.378,4547,5/6/20,0,60.7,76.6,92.4
Location 13,-110.927,32.378,4547,5/7/20,0,63.4,79.7,96
Location 13,-110.927,32.378,4547,5/8/20,0,66.1,79.6,93.1
Location 13,-110.927,32.378,4547,5/9/20,0,61.1,74.9,88.7
Location 13,-110.927,32.378,4547,5/10/20,0,60.6,74.2,87.9
Location 13,-110.927,32.378,4547,5/11/20,0.07,61.1,73.2,85.2
Location 13,-110.927,32.378,4547,5/12/20,0,58.7,72.8,87
Location 13,-110.927,32.378,4547,5/13/20,0,57.3,70.5,83.7
Location 13,-110.927,32.378,4547,5/14/20,0,52.2,67.2,82.3
Location 13,-110.927,32.378,4547,5/15/20,0,52.5,66.2,79.9
Location 13,-110.927,32.378,4547,5/16/20,0,53.8,68.7,83.6
Location 13,-110.927,32.378,4547,5/17/20,0,57.7,72.2,86.6
Location 13,-110.927,32.378,4547,5/18/20,0,61.3,75.6,89.9
Location 13,-110.927,32.378,4547,5/19/20,0,57.8,73.8,89.8
Location 13,-110.927,32.378,4547,5/20/20,0,51.1,68.1,85
Location 13,-110.927,32.378,4547,5/21/20,0,50.1,64,77.8
Location 13,-110.927,32.378,4547,5/22/20,0,51,66.1,81.2
Location 13,-110.927,32.378,4547,5/23/20,0,53.1,69.1,85.1
Location 13,-110.927,32.378,4547,5/24/20,0,56.5,70.2,84
Location 13,-110.927,32.378,4547,5/25/20,0,52.6,67.1,81.5
Location 13,-110.927,32.378,4547,5/26/20,0,55,70,85
Location 13,-110.927,32.378,4547,5/27/20,0,58.3,74.4,90.5
Location 13,-110.927,32.378,4547,5/28/20,0,67.5,80.7,93.9
Location 13,-110.927,32.378,4547,5/29/20,0,71,83.6,96.3
Location 13,-110.927,32.378,4547,5/30/20,0.1,68.6,83.7,98.8
Location 13,-110.927,32.378,4547,5/31/20,0,68.6,82.7,96.8
Location 13,-110.927,32.378,4547,6/1/20,0,65.4,80.7,96.1
Location 13,-110.927,32.378,4547,6/2/20,0.09,66.4,80.3,94.2
Location 13,-110.927,32.378,4547,6/3/20,0.01,67.1,80.6,94.1
Location 13,-110.927,32.378,4547,6/4/20,0,71.8,85,98.2
Location 13,-110.927,32.378,4547,6/5/20,0,72.7,86,99.3
Location 13,-110.927,32.378,4547,6/6/20,0.07,63.8,80.2,96.6
Location 13,-110.927,32.378,4547,6/7/20,0,59.2,73.6,87.9
Location 13,-110.927,32.378,4547,6/8/20,0,58.8,72.6,86.4
Location 13,-110.927,32.378,4547,6/9/20,0,49,65.7,82.4
Location 13,-110.927,32.378,4547,6/10/20,0,52.9,69.1,85.4
Location 13,-110.927,32.378,4547,6/11/20,0,64.3,79.6,94.9
Location 13,-110.927,32.378,4547,6/12/20,0,66.1,82,98
Location 13,-110.927,32.378,4547,6/13/20,0,66.6,83.3,100
Location 13,-110.927,32.378,4547,6/14/20,0,65.4,81.3,97.3
Location 13,-110.927,32.378,4547,6/15/20,0,63.6,79.1,94.5
Location 13,-110.927,32.378,4547,6/16/20,0,65,80.3,95.6
Location 13,-110.927,32.378,4547,6/17/20,0,66.9,81.2,95.5
Location 13,-110.927,32.378,4547,6/18/20,0,62.3,77.5,92.7
